,params,mean_test_score
0,{'n_estimators': 300},0.6661185924677914
1,{'n_estimators': 500},0.6900924758943066
2,{'n_estimators': 800},0.7441052908190208
3,{'n_estimators': 1000},0.7595038599844092
4,{'n_estimators': 1200},0.7323681628821217
