,params,mean_test_score
0,{'learning_rate': 0.05},0.718797241766623918
1,{'learning_rate': 0.1},0.72430859352953175
2,{'learning_rate': 0.15},0.72648286007661295
3,{'learning_rate': 0.2},0.750311250869649039
4,{'learning_rate': 0.25},0.8100310579123394
5,{'learning_rate': 0.3},0.8142257896532
6,{'learning_rate': 0.35},0.81917748943149402
7,{'learning_rate': 0.4},0.8067310579123394
